# Location 0  : (0.000000e+00 0.000000e+00 0.000000e+00)
# Location 1  : (0.000000e+00 0.000000e+00 2.000000e-01)
# Location 2  : (0.000000e+00 0.000000e+00 5.000000e-01)
# p           : Interface position
# Location    0                                              1                                              2                                              
# Time        p                                              p                                              p                                              
0	(0.000000e+00   0.000000e+00   0.000000e+00  ) (0.000000e+00   0.000000e+00   0.000000e+00  ) (0.000000e+00   0.000000e+00   0.000000e+00  ) 
0	(0.000000e+00   0.000000e+00   0.000000e+00  ) (0.000000e+00   0.000000e+00   0.000000e+00  ) (0.000000e+00   0.000000e+00   0.000000e+00  ) 
0	(0.000000e+00   0.000000e+00   0.000000e+00  ) (0.000000e+00   0.000000e+00   0.000000e+00  ) (0.000000e+00   0.000000e+00   0.000000e+00  ) 
0	(0.000000e+00   0.000000e+00   0.000000e+00  ) (0.000000e+00   0.000000e+00   0.000000e+00  ) (0.000000e+00   0.000000e+00   0.000000e+00  ) 
0	(0.000000e+00   0.000000e+00   0.000000e+00  ) (0.000000e+00   0.000000e+00   0.000000e+00  ) (0.000000e+00   0.000000e+00   0.000000e+00  ) 
0	(0.000000e+00   0.000000e+00   0.000000e+00  ) (0.000000e+00   0.000000e+00   0.000000e+00  ) (0.000000e+00   0.000000e+00   0.000000e+00  ) 
0	(0.000000e+00   0.000000e+00   0.000000e+00  ) (0.000000e+00   0.000000e+00   0.000000e+00  ) (0.000000e+00   0.000000e+00   0.000000e+00  ) 
0	(0.000000e+00   0.000000e+00   0.000000e+00  ) (0.000000e+00   0.000000e+00   0.000000e+00  ) (0.000000e+00   0.000000e+00   0.000000e+00  ) 
0	(0.000000e+00   0.000000e+00   0.000000e+00  ) (0.000000e+00   0.000000e+00   0.000000e+00  ) (0.000000e+00   0.000000e+00   0.000000e+00  ) 
0	(0.000000e+00   0.000000e+00   0.000000e+00  ) (0.000000e+00   0.000000e+00   0.000000e+00  ) (0.000000e+00   0.000000e+00   0.000000e+00  ) 
0.001	(0.000000e+00   0.000000e+00   1.250004e-03  ) (0.000000e+00   0.000000e+00   1.250004e-03  ) (0.000000e+00   0.000000e+00   1.250004e-03  ) 
0.001	(0.000000e+00   0.000000e+00   1.250004e-03  ) (0.000000e+00   0.000000e+00   1.250004e-03  ) (0.000000e+00   0.000000e+00   1.250004e-03  ) 
0.001	(0.000000e+00   0.000000e+00   1.250004e-03  ) (0.000000e+00   0.000000e+00   1.250004e-03  ) (0.000000e+00   0.000000e+00   1.250004e-03  ) 
0.001	(0.000000e+00   0.000000e+00   1.250004e-03  ) (0.000000e+00   0.000000e+00   1.250004e-03  ) (0.000000e+00   0.000000e+00   1.250004e-03  ) 
0.001	(0.000000e+00   0.000000e+00   1.250004e-03  ) (0.000000e+00   0.000000e+00   1.250004e-03  ) (0.000000e+00   0.000000e+00   1.250004e-03  ) 
0.001	(0.000000e+00   0.000000e+00   1.250004e-03  ) (0.000000e+00   0.000000e+00   1.250004e-03  ) (0.000000e+00   0.000000e+00   1.250004e-03  ) 
0.001	(0.000000e+00   0.000000e+00   1.250004e-03  ) (0.000000e+00   0.000000e+00   1.250004e-03  ) (0.000000e+00   0.000000e+00   1.250004e-03  ) 
0.001	(0.000000e+00   0.000000e+00   1.250004e-03  ) (0.000000e+00   0.000000e+00   1.250004e-03  ) (0.000000e+00   0.000000e+00   1.250004e-03  ) 
0.001	(0.000000e+00   0.000000e+00   1.250004e-03  ) (0.000000e+00   0.000000e+00   1.250004e-03  ) (0.000000e+00   0.000000e+00   1.250004e-03  ) 
0.001	(0.000000e+00   0.000000e+00   1.250004e-03  ) (0.000000e+00   0.000000e+00   1.250004e-03  ) (0.000000e+00   0.000000e+00   1.250004e-03  ) 
0.002	(0.000000e+00   0.000000e+00   1.250004e-03  ) (0.000000e+00   0.000000e+00   1.250004e-03  ) (0.000000e+00   0.000000e+00   1.250004e-03  ) 
0.002	(0.000000e+00   0.000000e+00   1.250004e-03  ) (0.000000e+00   0.000000e+00   1.250004e-03  ) (0.000000e+00   0.000000e+00   1.250004e-03  ) 
0.002	(0.000000e+00   0.000000e+00   1.250004e-03  ) (0.000000e+00   0.000000e+00   1.250004e-03  ) (0.000000e+00   0.000000e+00   1.250004e-03  ) 
